y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
-7.164079679,-1.421926222,1,0,-4.78144634,0,2,3.005276851,3.344269339,1,1.101579005
11.22442299,-0.160030732,0,0,-5.87905155,0,2,2.004390588,-3.935696009,1,3.775666159
15.4778714,6.237215647,0,0,-4.201135645,0,0,0.767409553,-2.174965271,0,-3.072411513
14.78672316,7.638483695,0,0,-3.061195198,0,1,4.016335708,-4.732443126,0,3.624233857
2.053888428,4.490497718,1,0,3.64462906,0,2,7.983101386,-5.370170018,0,-3.791871861
-5.827537274,0.158116515,0,1,5.055565834,0,2,3.981409395,-4.484392338,1,-3.257609187
0.136019754,3.762626476,1,0,5.090742433,0,0,4.606788261,-2.862203994,1,-2.641042236
-15.39012217,3.584994548,0,1,5.782913878,0,0,0.092949879,-1.703044231,0,-2.503571754
-1.423697731,1.103376197,0,1,-0.05761981,0,0,5.02768812,-4.768492132,1,-3.263963379
-9.735364492,-5.205630637,1,0,2.766693761,0,2,-0.701812244,3.762579509,1,2.526277414
-1.513177117,-1.847010804,0,0,-9.662868795,0,1,1.724515136,-2.572371846,1,-3.343580494
-5.412436251,1.31306312,0,1,-0.895986287,0,0,5.519954892,-5.152536834,1,2.456657145
8.236699621,-8.270381,1,0,1.111709313,0,0,-7.310116019,-4.285028076,0,1.477165425
-0.262430711,6.140418067,1,0,-8.660784801,0,0,6.674381187,0.224770268,1,2.097781289
7.367887952,-3.529413491,1,0,-9.779732288,0,2,0.049919383,-4.955719193,0,-0.200407738
11.39010207,5.369578432,0,0,-9.614942055,0,0,0.18224625,-3.743019797,1,1.57168713
3.310974847,-3.9984689,1,0,9.33538713,0,2,8.62936626,-1.611849812,0,-0.831601247
10.91757277,9.131801189,1,0,6.440865598,0,1,12.54109539,-6.332039815,1,1.748493461
-14.11395213,7.317089066,1,0,1.789106946,0,1,9.767393467,1.803981211,0,3.650500773
-2.615138177,1.548601585,1,0,-9.773190571,0,1,2.98439907,-5.283924224,1,1.942106925
-6.87501745,8.16791818,1,0,3.212014758,0,1,9.476193194,-6.930158171,1,-3.237002555
4.228337287,-5.888525979,1,0,-0.694968207,0,2,-3.716740475,-3.995503155,1,-2.033196598
-8.139525093,-8.194743451,0,1,3.180819163,0,1,1.584832234,-0.237028416,1,1.725212393
-4.905925471,8.242633967,0,1,-4.120571557,0,2,2.70745929,2.198913607,0,-3.93585719
3.534245905,9.828684609,0,0,-4.279897674,0,2,2.53508648,-6.104314982,0,1.978204995
-3.906533793,-9.808535366,1,0,0.306928479,0,0,-4.588273866,-1.124575428,1,-1.876085591
1.241346977,9.955459312,1,0,8.454986741,0,1,19.53647007,-3.789077886,1,-3.661184043
12.48675659,-7.481153002,0,0,-6.958385371,0,1,3.985077826,0.363404734,0,-1.227214489
-14.8301569,7.06453721,1,0,2.36859526,0,1,11.75183733,0.116163504,1,2.516649572
5.454397312,-8.106170334,1,0,-0.373854209,0,1,-5.986815086,-4.078430439,0,-1.536557958
-1.524943159,5.814901679,0,0,1.96226785,0,0,0.269381214,1.595826585,1,-0.276994957
-3.506551723,8.699567877,0,1,1.631752551,0,1,1.676067314,-5.940405513,1,0.86134791
6.522167723,-6.752186702,1,0,-4.626755603,0,1,-5.632285168,-6.12297585,1,2.608222103
-1.460572189,8.025202635,0,0,-6.846397645,0,0,0.010027807,0.209200473,1,-0.575181877
-0.782774582,-1.502875071,1,0,4.681887669,0,1,1.632740477,2.1820938,1,2.310444292
18.97122486,0.804196275,1,0,-7.282368899,0,2,3.364825715,-4.256352397,0,-0.779845787
7.629181343,4.502526238,0,1,-0.053927889,0,2,3.677105881,3.258103172,0,-2.46797063
-4.405966167,0.785665866,1,0,9.048018544,0,1,2.433319094,-0.449116059,1,-0.112130212
0.450592837,-5.034971507,0,0,-6.729116887,0,2,2.492443829,0.630532383,0,-2.59243194
-19.63196949,-1.498886445,1,0,-6.653270582,0,0,-0.285839097,0.39947084,0,2.711754024
-4.291410642,8.676855653,1,0,-4.520667479,0,0,9.028972525,3.816781181,1,0.090038724
-2.456551658,6.087158839,1,0,0.054003499,0,2,9.419836718,-1.068588165,0,1.349147357
-16.02661756,5.885428684,0,1,2.80830821,0,0,3.521443735,-1.030991751,1,-0.022708522
-4.785274492,-9.334607003,0,1,8.603501492,0,2,2.582307168,-3.849908341,0,-1.715959085
10.03466384,3.815636286,0,0,4.917748887,0,0,10.75247659,-1.625752252,0,-2.215783514
-26.03011667,-6.015168196,1,0,7.479257062,0,0,-5.863102068,0.517590316,0,-3.848803353
-6.920201279,-2.604194079,1,0,5.60767822,0,1,-0.642282223,0.878531815,1,-2.855518235
2.286079024,-8.761984096,1,0,-4.424248748,0,1,-5.785733544,-4.342673634,1,-3.558291448
5.707845203,-8.595698252,0,1,-8.872200977,0,1,1.193162611,-6.467172332,0,2.333709033
6.300913148,-0.606179577,0,0,6.843561041,0,2,2.449507646,1.005196114,1,-2.100788468
-0.784787361,9.168908442,1,0,-9.218293573,0,2,17.86103114,2.882700723,0,-0.967464676
-8.483175529,-5.21493284,1,0,8.063422362,0,2,-1.799605185,1.825808956,1,-0.422137376
5.756931302,-7.813593317,0,0,0.773803294,0,2,2.383732482,-5.229245018,1,-1.446231788
7.96419639,4.297402259,0,0,-7.021378479,0,1,1.708299069,-3.343677603,1,0.120505186
4.051469956,7.822678555,1,0,0.821732813,0,2,10.35700888,-4.237858585,0,3.161774384
4.464366002,2.348270491,0,0,-1.21482119,0,0,0.607759979,-0.903944789,0,1.850493707
-9.244618486,-1.870000637,0,0,-4.579936322,0,1,1.297704193,1.497295834,1,-0.017685944
7.578495198,0.317112613,1,0,-4.726897175,0,0,0.390357023,-3.773832088,0,-1.893526837
9.586190942,-9.55158073,0,0,-6.918569193,0,1,1.866700338,-5.36432232,1,-0.269681832
4.445586944,8.145865668,1,0,3.364639184,0,1,9.285617989,-6.040512355,1,-1.039189011
1.033941408,8.01738041,1,0,5.842311853,0,2,10.65505056,-4.85933289,1,2.07679463
-4.178290578,-7.288759788,1,0,8.356725741,0,0,-5.561952917,3.472587549,1,2.390682228
-1.326993489,-0.324515207,1,0,-4.817713848,0,2,2.729019067,3.310437709,1,-2.951094136
-10.66293313,1.882434119,1,0,5.580407614,0,0,2.548180495,-6.959577599,0,-1.737406595
-7.86649936,4.98772569,0,1,-4.719389714,0,0,1.707674991,-2.745445079,0,-3.035206003
-0.253299137,3.116487563,1,0,-1.644843458,0,0,3.247943989,-1.124746669,0,3.213255171
-11.25167352,9.862256129,1,0,-5.368778328,0,2,36.92995926,3.511755763,1,-3.055612899
16.40531839,9.579888866,0,0,-5.886376658,0,1,1.310324226,-2.443968822,0,0.198596949
8.600998531,-1.001552567,0,0,1.029417762,0,2,2.641209652,-4.867799116,1,0.358358759
-6.571317735,9.134134776,1,0,9.385101455,0,0,10.13496298,3.118542738,0,1.021887625
5.099388832,4.167638761,1,0,-5.332177519,0,1,5.529867243,-6.877462944,0,1.872566396
-4.951930631,-0.664984239,0,0,4.005423272,0,2,2.484144632,-3.742814195,1,-1.721462432
4.546892259,1.004581219,0,0,-3.669797964,0,2,2.752813177,-6.733135605,1,-3.449031632
-11.15483199,7.339802086,0,1,-7.011791971,0,2,3.635452557,1.110880134,1,1.167217329
-8.73005881,9.443149525,1,0,9.795276774,0,2,12.4638956,1.82062172,0,0.805046584
-6.250939954,1.596554169,0,1,0.532838372,0,2,3.64126217,-5.953024626,0,-2.535692045
0.393908243,0.253099538,1,0,0.879329783,0,0,1.247720078,-2.912693489,1,1.854885595
-22.65063488,-0.6903844,0,1,-9.992238218,0,1,2.998588603,-3.144494879,1,-3.586477403
0.933539206,-5.992515916,0,0,-6.293955175,0,0,1.4109194,2.238382996,1,-0.929292295
1.503542938,7.945198049,1,0,4.949680618,0,2,10.05821143,-5.805803068,1,0.210021766
-14.01837245,-9.304815475,0,1,8.844918935,0,0,2.072485154,-0.666324051,0,-0.723056758
-7.215570155,-1.142568532,1,0,-2.65896027,0,0,-1.136364363,-3.331161169,1,-0.584372671
-4.963033858,-4.415417193,1,0,7.569080936,0,2,-1.855865386,0.087935687,0,-3.329420807
7.096435501,8.535003429,1,0,-1.481905002,0,1,10.1182118,-3.529912155,1,1.032233516
-3.402358064,4.627829557,1,0,-2.565903733,0,1,5.681949315,-6.785810476,1,0.334187075
-2.309021436,-5.151414624,0,1,-6.256197416,0,1,2.294567289,-4.922012588,0,-2.212035054
0.065808703,4.995627608,1,0,-5.126790889,0,0,5.548467595,-5.273510625,0,1.691834487
-6.46539612,-7.28017393,1,0,-2.349209166,0,2,-4.258702247,3.654805821,1,1.02654776
-5.176214799,-2.644854509,1,0,-8.28297026,0,2,-0.181681946,0.535290957,1,3.767595755
-2.658595247,1.321740691,0,1,-0.724764443,0,1,2.139363371,3.613465859,1,-2.084022243
-6.759615146,-4.264856591,0,0,-6.898870827,0,0,0.137286375,3.69440906,1,0.102528447
-2.218169594,-1.365059325,0,1,6.980307982,0,2,2.067852829,-5.653605668,0,1.422978031
-6.61840432,8.434792864,0,1,2.165503292,0,1,4.525762159,-1.351064407,1,-2.077664295
3.637814998,-5.465722582,0,0,-7.242077198,0,2,2.698165242,-2.175752838,0,2.906828633
-5.224171743,-0.912088747,1,0,-7.484541242,0,0,0.222299049,-6.046301514,1,3.382291326
0.63935797,-9.655801235,0,1,4.677511221,0,2,2.879983978,2.813011371,0,3.895650785
-6.183585766,-5.019370546,0,1,4.188103955,0,1,1.464920793,-1.702545126,1,2.542420002
-11.61575576,-1.381730344,1,0,3.325501694,0,0,-1.041325109,1.737414836,1,-2.500732884
-4.598459227,2.45795887,1,0,-9.840434017,0,2,5.890134928,0.232717802,1,2.441352326
-4.092698589,4.27078906,1,0,-3.258737,0,2,6.2898617,-0.681220056,0,3.044639388
-2.40864054,9.641634328,1,0,7.839903054,0,0,10.44302674,-2.635066108,0,1.063082596
-6.871154792,2.176036034,1,0,-2.755004195,0,0,3.250757851,-1.323166968,1,1.389810078
3.47080931,6.521747089,0,0,-2.156783235,0,0,1.647297237,-3.476449915,0,1.65209954
0.296714253,-8.914735536,0,0,-8.951947573,0,1,2.551894821,3.221948341,1,2.045208048
-5.303238102,-9.131040471,1,0,1.485577091,0,2,-5.464215172,3.099563199,1,0.358169425
-9.69678476,-0.013250909,0,1,2.147805812,0,0,0.428529697,-0.54798754,0,2.749245431
-8.009815882,-5.165284406,1,0,-1.647400735,0,2,0.015427066,3.227706643,1,-1.824992394
-0.753561211,0.326156518,0,1,-7.600041511,0,2,2.442648583,1.307142107,0,-3.64971602
-1.677009172,4.083165461,0,1,3.500939878,0,1,1.425017922,3.223573897,1,-3.324086327
-13.77698343,3.561596088,0,1,3.173051006,0,2,3.476086637,-0.128039684,1,2.809552053
-2.516291898,5.343690882,1,0,9.835951412,0,1,7.381318368,2.736345367,1,3.245627781
-10.60210877,-4.254883956,1,0,-0.628873147,0,0,-4.166317273,2.429275533,1,2.599661367
-13.70137568,2.07612291,1,0,-1.532644136,0,0,2.791963241,1.157819023,1,-3.344291285
-3.945369625,-8.835117295,1,0,3.29544269,0,0,-7.290929918,3.295971012,0,-2.76152261
-4.31011848,8.1191346,0,1,7.132255477,0,2,3.960007772,-3.795589311,0,3.442269387
-13.5335928,-4.47835953,1,0,1.566905887,0,0,-3.64503362,3.214319062,0,0.37691739
-4.037100406,2.113242312,1,0,-4.167390144,0,1,4.256393123,1.589515361,0,-2.106771799
-9.369373834,5.719504561,1,0,-9.541612118,0,1,7.654967072,-3.312017885,0,-2.959485643
-6.153977272,5.564098735,0,0,-3.972125635,0,1,1.981671267,3.22046745,1,3.985650094
11.1643942,1.344941747,1,0,9.893044061,0,2,3.69741359,-4.6707246,0,-2.18931073
-3.725182639,7.120973375,0,1,6.944998768,0,0,0.606890759,2.690644392,0,1.340996083
-6.337165044,-1.519645392,0,1,-6.264015301,0,2,4.896656315,-5.812316841,0,-2.150937403
-2.86384119,6.507835663,1,0,-1.757744593,0,2,8.570875196,-0.299483011,1,-0.976308962
5.534093094,-2.13546732,0,1,4.993782397,0,1,1.91334799,-6.645658171,1,2.427314995
5.404944047,-9.006810887,0,0,-8.972763945,0,2,3.101764194,0.771069234,0,2.78131978
-4.774198335,2.716132482,0,0,-7.645302033,0,2,2.094300858,2.962046216,1,3.492872572
-4.876752777,5.694308598,1,0,-9.096905864,0,1,8.001891846,-6.970424474,0,1.03848334
1.339903846,6.741714403,0,0,-0.631182762,0,2,2.383871796,-5.399944611,1,3.663103215
-14.34408823,-0.437138984,0,1,-6.795648662,0,0,5.24466666,-3.075884258,1,-3.627377126
4.226913025,-5.364361377,0,0,4.112393567,0,0,1.21305161,0.141169662,1,-3.065850304
2.392327038,5.780647635,1,0,-4.246590366,0,0,6.435829608,-6.077083006,1,-0.864392396
-3.945270553,8.158271476,0,1,-6.53187634,0,0,0.509089303,-3.901431757,1,2.445392737
4.098990308,-7.54771221,0,0,-9.72687175,0,0,0.86523688,3.471642557,1,-0.025355302
2.514318136,-7.491705497,0,0,9.19654395,0,2,3.542080248,2.527659372,1,-3.290056663
-13.44574633,-3.068092843,0,1,-9.901149999,0,1,1.359842192,1.640372105,1,-3.336212724
2.062866852,4.938945235,1,0,-2.831597044,0,2,7.313240391,-5.698050717,1,-0.571394702
1.517161621,-6.531276098,1,0,5.905974503,0,2,-2.791649976,-3.807042327,0,1.428931903
-3.770039032,2.080313805,1,0,-4.569583731,0,0,2.959124855,-3.883519558,0,2.067882601
-5.833646476,-4.833610565,1,0,4.314844445,0,1,-2.612513419,-2.279660367,1,-3.093403848
-7.839508266,9.395726924,0,1,0.039689201,0,1,1.492378676,0.533614476,0,1.930874301
-11.45573047,-1.274751299,0,1,6.171329743,0,2,3.176408372,1.319277993,1,0.820650816
3.697176815,5.311870449,1,0,7.000072617,0,1,8.523677668,-4.947626621,1,-0.297792546
-1.675878702,-9.623284363,0,1,6.616843669,0,0,4.563237473,2.778127687,1,-3.012237016
-0.196965225,3.509744518,0,1,-0.491018509,0,1,1.762913021,-3.733114033,0,2.253278494
6.764197535,-2.06793169,1,0,4.841555213,0,0,-1.854542263,-5.356771979,1,2.485165846
1.817181112,-1.856235582,0,1,4.738573949,0,0,0.895686874,-6.066306169,1,-0.6834922
-7.085784495,-3.24291409,0,0,8.886192711,0,2,2.948972442,3.806962089,0,-3.588639323
1.09696517,2.381347208,1,0,-6.535675889,0,2,4.532381265,-1.58292826,1,0.054007122
-1.642497764,-0.072134379,0,0,-7.22058034,0,2,20.60632613,-6.615461131,0,-0.23947322
1.25567284,-6.419149735,0,1,-3.132050396,0,1,1.340618393,2.417221873,1,1.545639206
10.52780855,2.926227492,0,0,3.544027358,0,2,4.255583272,-4.220721797,1,1.568643302
-13.04017556,7.305020271,1,0,2.311781398,0,1,10.56046795,1.512947975,1,-3.717472017
3.307419907,5.276898709,1,0,5.038371594,0,1,9.506379899,-0.362592139,1,-2.445004439
1.317965068,8.110225257,0,1,-8.738965266,0,1,1.000832097,-6.152616282,1,-2.728903899
-2.406247177,-7.937182263,1,0,-7.881074548,0,0,-7.689636994,-5.462956798,1,0.957776288
-1.50757018,-1.169864158,0,1,8.176388494,0,1,5.733833073,-5.241661118,1,-0.091643276
-7.615894539,-1.094750329,1,0,-2.557588839,0,1,0.117267803,-1.388873742,0,-1.902171228
-3.809630346,3.510803105,1,0,-6.512133325,0,1,6.044033354,-1.954901455,0,-2.239698488
-10.62168863,7.593974387,1,0,8.025646871,0,2,9.665416368,1.827849477,1,-0.340083309
-4.109326326,6.119335718,1,0,-1.170530291,0,1,8.983428587,2.268629993,1,-3.478104517
4.222396164,-3.261295287,1,0,-8.383695013,0,1,-1.807808009,-6.191213824,1,-2.678772811
-2.53358145,0.431673774,1,0,-7.252161107,0,0,1.203200661,-1.409572541,0,2.416091021
10.3864217,-4.275703765,0,0,-6.231432538,0,0,4.704226373,-6.961025049,1,-2.671040956
9.356466827,4.847001238,0,0,-6.195765347,0,0,0.58168006,-4.558109381,1,-0.189469697
-12.94573466,-3.499110346,0,1,-5.321773761,0,1,1.050915788,-0.596533553,0,-2.908366319
-8.751192533,-9.392623478,1,0,5.301304152,0,0,-9.348051533,1.891996806,0,2.548081944
